D_TEMPORAL_0;D_TIPO_EMPRESA_0;D_TIPO_PERSONAL_0;D_SEXO_0;D_TERRITORIO_0;INDICATOR;OBS_VALUE;FREQ
2013;215117;215155;3691;3143;Personal general en I+D en equivalencia a jornada completa;2498.8;A
2013;215117;215155;3690;3143;Personal general en I+D en equivalencia a jornada completa;1055.6;A
2013;215117;215155;3689;3143;Personal general en I+D en equivalencia a jornada completa;1443.2;A
2013;215117;215156;3691;3143;Personal general en I+D en equivalencia a jornada completa;2101.915116526;A
2013;215117;215156;3690;3143;Personal general en I+D en equivalencia a jornada completa;1081.417216872;A
2013;215117;215156;3689;3143;Personal general en I+D en equivalencia a jornada completa;1020.497899654;A
2013;215117;215157;3691;3143;Personal general en I+D en equivalencia a jornada completa;622.184883474;A
2013;215117;215157;3690;3143;Personal general en I+D en equivalencia a jornada completa;324.582783128;A
2013;215117;215157;3689;3143;Personal general en I+D en equivalencia a jornada completa;297.602100346;A
2013;215120;215154;3691;3143;Personal general en I+D en equivalencia a jornada completa;11210.4;A
2013;215120;215154;3690;3143;Personal general en I+D en equivalencia a jornada completa;4983.7;A
2013;215120;215154;3689;3143;Personal general en I+D en equivalencia a jornada completa;6226.7;A
2013;215120;215155;3691;3143;Personal general en I+D en equivalencia a jornada completa;7635.3;A
2013;215120;215155;3690;3143;Personal general en I+D en equivalencia a jornada completa;3156.1;A
2013;215120;215155;3689;3143;Personal general en I+D en equivalencia a jornada completa;4479.2;A
2013;215120;215156;3691;3143;Personal general en I+D en equivalencia a jornada completa;1954.4;A
2013;215120;215156;3690;3143;Personal general en I+D en equivalencia a jornada completa;937.6;A
2013;215120;215156;3689;3143;Personal general en I+D en equivalencia a jornada completa;1016.8;A
2013;215120;215157;3691;3143;Personal general en I+D en equivalencia a jornada completa;1620.7;A
2013;215120;215157;3690;3143;Personal general en I+D en equivalencia a jornada completa;890.0;A
2013;215120;215157;3689;3143;Personal general en I+D en equivalencia a jornada completa;730.7;A
2013;215122;215154;3691;3143;Personal general en I+D en equivalencia a jornada completa;55.5;A
2013;215122;215154;3690;3143;Personal general en I+D en equivalencia a jornada completa;27.6;A
2013;215122;215154;3689;3143;Personal general en I+D en equivalencia a jornada completa;27.9;A
2013;215122;215155;3691;3143;Personal general en I+D en equivalencia a jornada completa;14.5;A
2013;215122;215155;3690;3143;Personal general en I+D en equivalencia a jornada completa;10.6;A
2013;215122;215155;3689;3143;Personal general en I+D en equivalencia a jornada completa;3.9;A
2013;215122;215156;3691;3143;Personal general en I+D en equivalencia a jornada completa;33.5;A
2013;215122;215156;3690;3143;Personal general en I+D en equivalencia a jornada completa;12.5;A
2013;215122;215156;3689;3143;Personal general en I+D en equivalencia a jornada completa;21.0;A
2013;215122;215157;3691;3143;Personal general en I+D en equivalencia a jornada completa;7.5;A
2013;215122;215157;3690;3143;Personal general en I+D en equivalencia a jornada completa;4.5;A
2013;215122;215157;3689;3143;Personal general en I+D en equivalencia a jornada completa;3.0;A
2013;215124;215154;3691;3143;Personal general en I+D en equivalencia a jornada completa;7650.266301895;A
2013;215124;215154;3690;3143;Personal general en I+D en equivalencia a jornada completa;2235.215620557;A
2013;215124;215154;3689;3143;Personal general en I+D en equivalencia a jornada completa;5415.050681338;A
2013;215124;215155;3691;3143;Personal general en I+D en equivalencia a jornada completa;3719.464589961;A
2013;215124;215155;3690;3143;Personal general en I+D en equivalencia a jornada completa;1088.451804277;A
2013;215124;215155;3689;3143;Personal general en I+D en equivalencia a jornada completa;2631.012785684;A
2013;215124;215156;3691;3143;Personal general en I+D en equivalencia a jornada completa;2737.883114171;A
2013;215124;215156;3690;3143;Personal general en I+D en equivalencia a jornada completa;734.633958257;A
2013;215124;215156;3689;3143;Personal general en I+D en equivalencia a jornada completa;2003.249155914;A
2013;215124;215157;3691;3143;Personal general en I+D en equivalencia a jornada completa;1192.918597763;A
2013;215124;215157;3690;3143;Personal general en I+D en equivalencia a jornada completa;412.129858023;A
2013;215124;215157;3689;3143;Personal general en I+D en equivalencia a jornada completa;780.78873974;A
2014;215125;215154;3691;3143;Personal general en I+D en equivalencia a jornada completa;23632.475557925;A
2014;215125;215154;3690;3143;Personal general en I+D en equivalencia a jornada completa;9487.69523263;A
2014;215125;215154;3689;3143;Personal general en I+D en equivalencia a jornada completa;14144.780325295;A
2014;215125;215155;3691;3143;Personal general en I+D en equivalencia a jornada completa;13317.862420453;A
2014;215125;215155;3690;3143;Personal general en I+D en equivalencia a jornada completa;5147.413857149;A
2014;215125;215155;3689;3143;Personal general en I+D en equivalencia a jornada completa;8170.448563304;A
2014;215125;215156;3691;3143;Personal general en I+D en equivalencia a jornada completa;6685.988186194;A
2014;215125;215156;3690;3143;Personal general en I+D en equivalencia a jornada completa;2648.405963885;A
2014;215125;215156;3689;3143;Personal general en I+D en equivalencia a jornada completa;4037.582222309;A
2014;215125;215157;3691;3143;Personal general en I+D en equivalencia a jornada completa;3628.624951278;A
2014;215125;215157;3690;3143;Personal general en I+D en equivalencia a jornada completa;1691.875411596;A
2014;215125;215157;3689;3143;Personal general en I+D en equivalencia a jornada completa;1936.749539682;A
2014;215117;215154;3691;3143;Personal general en I+D en equivalencia a jornada completa;5180.0;A
2014;215117;215154;3690;3143;Personal general en I+D en equivalencia a jornada completa;2461.3;A
2014;215117;215154;3689;3143;Personal general en I+D en equivalencia a jornada completa;2718.7;A
2014;215117;215155;3691;3143;Personal general en I+D en equivalencia a jornada completa;2433.4;A
2014;215117;215155;3690;3143;Personal general en I+D en equivalencia a jornada completa;1055.5;A
2014;215117;215155;3689;3143;Personal general en I+D en equivalencia a jornada completa;1377.9;A
2014;215117;215156;3691;3143;Personal general en I+D en equivalencia a jornada completa;1970.007229202;A
2014;215117;215156;3690;3143;Personal general en I+D en equivalencia a jornada completa;1010.799126268;A
2014;215117;215156;3689;3143;Personal general en I+D en equivalencia a jornada completa;959.208102934;A
2014;215117;215157;3691;3143;Personal general en I+D en equivalencia a jornada completa;776.592770798;A
2014;215117;215157;3690;3143;Personal general en I+D en equivalencia a jornada completa;395.000873732;A
2014;215117;215157;3689;3143;Personal general en I+D en equivalencia a jornada completa;381.591897066;A
2014;215120;215154;3691;3143;Personal general en I+D en equivalencia a jornada completa;10724.2;A
2014;215120;215154;3690;3143;Personal general en I+D en equivalencia a jornada completa;4793.7;A
2014;215120;215154;3689;3143;Personal general en I+D en equivalencia a jornada completa;5930.5;A
2014;215120;215155;3691;3143;Personal general en I+D en equivalencia a jornada completa;7201.1;A
2014;215120;215155;3690;3143;Personal general en I+D en equivalencia a jornada completa;3007.1;A
2014;215120;215155;3689;3143;Personal general en I+D en equivalencia a jornada completa;4194.0;A
2014;215120;215156;3691;3143;Personal general en I+D en equivalencia a jornada completa;1930.45473314;A
2014;215120;215156;3690;3143;Personal general en I+D en equivalencia a jornada completa;939.985046729;A
2014;215120;215156;3689;3143;Personal general en I+D en equivalencia a jornada completa;990.469686411;A
2014;215120;215157;3691;3143;Personal general en I+D en equivalencia a jornada completa;1592.64526686;A
2014;215120;215157;3690;3143;Personal general en I+D en equivalencia a jornada completa;846.614953271;A
2014;215120;215157;3689;3143;Personal general en I+D en equivalencia a jornada completa;746.030313589;A
2014;215122;215154;3691;3143;Personal general en I+D en equivalencia a jornada completa;51.7;A
2014;215122;215154;3690;3143;Personal general en I+D en equivalencia a jornada completa;20.1;A
2014;215122;215154;3689;3143;Personal general en I+D en equivalencia a jornada completa;31.6;A
2014;215122;215155;3691;3143;Personal general en I+D en equivalencia a jornada completa;12.7;A
2014;215122;215155;3690;3143;Personal general en I+D en equivalencia a jornada completa;9.1;A
2014;215122;215155;3689;3143;Personal general en I+D en equivalencia a jornada completa;3.6;A
2014;215122;215156;3691;3143;Personal general en I+D en equivalencia a jornada completa;33.5;A
2014;215122;215156;3690;3143;Personal general en I+D en equivalencia a jornada completa;7.5;A
2014;215122;215156;3689;3143;Personal general en I+D en equivalencia a jornada completa;26.0;A
2014;215122;215157;3691;3143;Personal general en I+D en equivalencia a jornada completa;5.5;A
2014;215122;215157;3690;3143;Personal general en I+D en equivalencia a jornada completa;3.5;A
2014;215122;215157;3689;3143;Personal general en I+D en equivalencia a jornada completa;2.0;A
2014;215124;215154;3691;3143;Personal general en I+D en equivalencia a jornada completa;7676.575557925;A
2014;215124;215154;3690;3143;Personal general en I+D en equivalencia a jornada completa;2212.59523263;A
2014;215124;215154;3689;3143;Personal general en I+D en equivalencia a jornada completa;5463.980325295;A
2014;215124;215155;3691;3143;Personal general en I+D en equivalencia a jornada completa;3670.662420453;A
2014;215124;215155;3690;3143;Personal general en I+D en equivalencia a jornada completa;1075.713857149;A
2014;215124;215155;3689;3143;Personal general en I+D en equivalencia a jornada completa;2594.948563304;A
2014;215124;215156;3691;3143;Personal general en I+D en equivalencia a jornada completa;2752.026223852;A
2014;215124;215156;3690;3143;Personal general en I+D en equivalencia a jornada completa;690.121790888;A
2014;215124;215156;3689;3143;Personal general en I+D en equivalencia a jornada completa;2061.904432964;A
2014;215124;215157;3691;3143;Personal general en I+D en equivalencia a jornada completa;1253.88691362;A
2014;215124;215157;3690;3143;Personal general en I+D en equivalencia a jornada completa;446.759584593;A
2014;215124;215157;3689;3143;Personal general en I+D en equivalencia a jornada completa;807.127329027;A
2015;215125;215154;3691;3143;Personal general en I+D en equivalencia a jornada completa;23519.129039234;A
2015;215125;215154;3690;3143;Personal general en I+D en equivalencia a jornada completa;9810.686863282;A
2015;215125;215154;3689;3143;Personal general en I+D en equivalencia a jornada completa;13708.442175952;A
2015;215125;215155;3691;3143;Personal general en I+D en equivalencia a jornada completa;13506.957850047;A
2015;215125;215155;3690;3143;Personal general en I+D en equivalencia a jornada completa;5319.394272122;A
2015;215125;215155;3689;3143;Personal general en I+D en equivalencia a jornada completa;8187.563577925;A
2015;215125;215156;3691;3143;Personal general en I+D en equivalencia a jornada completa;6368.612997311;A
2015;215125;215156;3690;3143;Personal general en I+D en equivalencia a jornada completa;2695.77207413;A
2015;215125;215156;3689;3143;Personal general en I+D en equivalencia a jornada completa;3672.840923181;A
2015;215125;215157;3691;3143;Personal general en I+D en equivalencia a jornada completa;3643.558191876;A
2015;215125;215157;3690;3143;Personal general en I+D en equivalencia a jornada completa;1795.52051703;A
2015;215125;215157;3689;3143;Personal general en I+D en equivalencia a jornada completa;1848.037674846;A
2015;215117;215154;3691;3143;Personal general en I+D en equivalencia a jornada completa;5562.6;A
2015;215117;215154;3690;3143;Personal general en I+D en equivalencia a jornada completa;2706.2;A
2015;215117;215154;3689;3143;Personal general en I+D en equivalencia a jornada completa;2856.4;A
2015;215117;215155;3691;3143;Personal general en I+D en equivalencia a jornada completa;2643.1;A
2015;215117;215155;3690;3143;Personal general en I+D en equivalencia a jornada completa;1162.0;A
2015;215117;215155;3689;3143;Personal general en I+D en equivalencia a jornada completa;1481.1;A
2015;215117;215156;3691;3143;Personal general en I+D en equivalencia a jornada completa;1987.504304239;A
2015;215117;215156;3690;3143;Personal general en I+D en equivalencia a jornada completa;1054.746826937;A
2015;215117;215156;3689;3143;Personal general en I+D en equivalencia a jornada completa;932.757477302;A
2015;215117;215157;3691;3143;Personal general en I+D en equivalencia a jornada completa;931.995695761;A
2015;215117;215157;3690;3143;Personal general en I+D en equivalencia a jornada completa;489.453173063;A
2015;215117;215157;3689;3143;Personal general en I+D en equivalencia a jornada completa;442.542522698;A
2015;215120;215154;3691;3143;Personal general en I+D en equivalencia a jornada completa;10919.2;A
2015;215120;215154;3690;3143;Personal general en I+D en equivalencia a jornada completa;4917.7;A
2015;215120;215154;3689;3143;Personal general en I+D en equivalencia a jornada completa;6001.5;A
2015;215120;215155;3691;3143;Personal general en I+D en equivalencia a jornada completa;7461.5;A
2015;215120;215155;3690;3143;Personal general en I+D en equivalencia a jornada completa;3129.5;A
2015;215120;215155;3689;3143;Personal general en I+D en equivalencia a jornada completa;4332.0;A
2015;215120;215156;3691;3143;Personal general en I+D en equivalencia a jornada completa;1849.272960153;A
2015;215120;215156;3690;3143;Personal general en I+D en equivalencia a jornada completa;898.337071651;A
2015;215120;215156;3689;3143;Personal general en I+D en equivalencia a jornada completa;950.935888502;A
2015;215120;215157;3691;3143;Personal general en I+D en equivalencia a jornada completa;1608.427039847;A
2015;215120;215157;3690;3143;Personal general en I+D en equivalencia a jornada completa;889.862928349;A
2015;215120;215157;3689;3143;Personal general en I+D en equivalencia a jornada completa;718.564111498;A
2015;215122;215154;3691;3143;Personal general en I+D en equivalencia a jornada completa;57.5;A
2015;215122;215154;3690;3143;Personal general en I+D en equivalencia a jornada completa;11.6;A
2015;215122;215154;3689;3143;Personal general en I+D en equivalencia a jornada completa;45.9;A
2015;215122;215155;3691;3143;Personal general en I+D en equivalencia a jornada completa;12.5;A
2015;215122;215155;3690;3143;Personal general en I+D en equivalencia a jornada completa;3.6;A
2015;215122;215155;3689;3143;Personal general en I+D en equivalencia a jornada completa;8.9;A
2015;215122;215156;3691;3143;Personal general en I+D en equivalencia a jornada completa;41.0;A
2015;215122;215156;3690;3143;Personal general en I+D en equivalencia a jornada completa;5.0;A
2015;215122;215156;3689;3143;Personal general en I+D en equivalencia a jornada completa;36.0;A
2015;215122;215157;3691;3143;Personal general en I+D en equivalencia a jornada completa;4.0;A
2015;215122;215157;3690;3143;Personal general en I+D en equivalencia a jornada completa;3.0;A
2015;215122;215157;3689;3143;Personal general en I+D en equivalencia a jornada completa;1.0;A
2015;215124;215154;3691;3143;Personal general en I+D en equivalencia a jornada completa;6979.829039234;A
2015;215124;215154;3690;3143;Personal general en I+D en equivalencia a jornada completa;2175.186863282;A
2015;215124;215154;3689;3143;Personal general en I+D en equivalencia a jornada completa;4804.642175952;A
2015;215124;215155;3691;3143;Personal general en I+D en equivalencia a jornada completa;3389.857850047;A
2015;215124;215155;3690;3143;Personal general en I+D en equivalencia a jornada completa;1024.294272122;A
2015;215124;215155;3689;3143;Personal general en I+D en equivalencia a jornada completa;2365.563577925;A
2015;215124;215156;3691;3143;Personal general en I+D en equivalencia a jornada completa;2490.835732919;A
2015;215124;215156;3690;3143;Personal general en I+D en equivalencia a jornada completa;737.688175542;A
2015;215124;215156;3689;3143;Personal general en I+D en equivalencia a jornada completa;1753.147557377;A
2015;215124;215157;3691;3143;Personal general en I+D en equivalencia a jornada completa;1099.135456268;A
2015;215124;215157;3690;3143;Personal general en I+D en equivalencia a jornada completa;413.204415618;A
2015;215124;215157;3689;3143;Personal general en I+D en equivalencia a jornada completa;685.93104065;A
2016;215125;215154;3691;3143;Personal general en I+D en equivalencia a jornada completa;23121.215769057;A
2016;215125;215154;3690;3143;Personal general en I+D en equivalencia a jornada completa;9577.794717008;A
2016;215125;215154;3689;3143;Personal general en I+D en equivalencia a jornada completa;13543.421052049;A
2016;215125;215155;3691;3143;Personal general en I+D en equivalencia a jornada completa;13208.884260857;A
2016;215125;215155;3690;3143;Personal general en I+D en equivalencia a jornada completa;5168.048177718;A
2016;215125;215155;3689;3143;Personal general en I+D en equivalencia a jornada completa;8040.836083139;A
2016;215125;215156;3691;3143;Personal general en I+D en equivalencia a jornada completa;6005.617539627;A
2016;215125;215156;3690;3143;Personal general en I+D en equivalencia a jornada completa;2558.208395847;A
2016;215125;215156;3689;3143;Personal general en I+D en equivalencia a jornada completa;3447.40914378;A
2016;215125;215157;3691;3143;Personal general en I+D en equivalencia a jornada completa;3906.713968573;A
2016;215125;215157;3690;3143;Personal general en I+D en equivalencia a jornada completa;1851.538143443;A
2016;215125;215157;3689;3143;Personal general en I+D en equivalencia a jornada completa;2055.17582513;A
2016;215117;215154;3691;3143;Personal general en I+D en equivalencia a jornada completa;5519.0;A
2016;215117;215154;3690;3143;Personal general en I+D en equivalencia a jornada completa;2733.8;A
2016;215117;215154;3689;3143;Personal general en I+D en equivalencia a jornada completa;2785.2;A
2016;215117;215155;3691;3143;Personal general en I+D en equivalencia a jornada completa;2453.9;A
2016;215117;215155;3690;3143;Personal general en I+D en equivalencia a jornada completa;1108.0;A
2016;215117;215155;3689;3143;Personal general en I+D en equivalencia a jornada completa;1345.9;A
2016;215117;215156;3691;3143;Personal general en I+D en equivalencia a jornada completa;1902.891720585;A
2016;215117;215156;3690;3143;Personal general en I+D en equivalencia a jornada completa;1065.101656564;A
2016;215117;215156;3689;3143;Personal general en I+D en equivalencia a jornada completa;837.790064021;A
2016;215117;215157;3691;3143;Personal general en I+D en equivalencia a jornada completa;1162.208279415;A
2016;215117;215157;3690;3143;Personal general en I+D en equivalencia a jornada completa;560.698343436;A
2016;215117;215157;3689;3143;Personal general en I+D en equivalencia a jornada completa;601.509935979;A
2016;215120;215154;3691;3143;Personal general en I+D en equivalencia a jornada completa;10534.6;A
2016;215120;215154;3690;3143;Personal general en I+D en equivalencia a jornada completa;4766.8;A
2016;215120;215154;3689;3143;Personal general en I+D en equivalencia a jornada completa;5767.8;A
2016;215120;215155;3691;3143;Personal general en I+D en equivalencia a jornada completa;7367.1;A
2016;215120;215155;3690;3143;Personal general en I+D en equivalencia a jornada completa;3056.4;A
2016;215120;215155;3689;3143;Personal general en I+D en equivalencia a jornada completa;4310.7;A
2016;215120;215156;3691;3143;Personal general en I+D en equivalencia a jornada completa;1614.7;A
2016;215120;215156;3690;3143;Personal general en I+D en equivalencia a jornada completa;829.9;A
2016;215120;215156;3689;3143;Personal general en I+D en equivalencia a jornada completa;784.8;A
2016;215120;215157;3691;3143;Personal general en I+D en equivalencia a jornada completa;1552.8;A
2016;215120;215157;3690;3143;Personal general en I+D en equivalencia a jornada completa;880.5;A
2016;215120;215157;3689;3143;Personal general en I+D en equivalencia a jornada completa;672.3;A
2016;215122;215154;3691;3143;Personal general en I+D en equivalencia a jornada completa;81.8;A
2016;215122;215154;3690;3143;Personal general en I+D en equivalencia a jornada completa;16.3;A
2016;215122;215154;3689;3143;Personal general en I+D en equivalencia a jornada completa;65.5;A
2016;215122;215155;3691;3143;Personal general en I+D en equivalencia a jornada completa;47.8;A
2016;215122;215155;3690;3143;Personal general en I+D en equivalencia a jornada completa;10.3;A
2016;215122;215155;3689;3143;Personal general en I+D en equivalencia a jornada completa;37.5;A
2016;215122;215156;3691;3143;Personal general en I+D en equivalencia a jornada completa;33.0;A
2016;215122;215156;3690;3143;Personal general en I+D en equivalencia a jornada completa;6.0;A
2016;215122;215156;3689;3143;Personal general en I+D en equivalencia a jornada completa;27.0;A
2016;215122;215157;3691;3143;Personal general en I+D en equivalencia a jornada completa;1.0;A
2016;215122;215157;3690;3143;Personal general en I+D en equivalencia a jornada completa;0.0;A
2016;215122;215157;3689;3143;Personal general en I+D en equivalencia a jornada completa;1.0;A
2016;215124;215154;3691;3143;Personal general en I+D en equivalencia a jornada completa;6985.815769057;A
2016;215124;215154;3690;3143;Personal general en I+D en equivalencia a jornada completa;2060.894717008;A
2016;215124;215154;3689;3143;Personal general en I+D en equivalencia a jornada completa;4924.921052049;A
2016;215124;215155;3691;3143;Personal general en I+D en equivalencia a jornada completa;3340.084260857;A
2016;215124;215155;3690;3143;Personal general en I+D en equivalencia a jornada completa;993.348177718;A
2016;215124;215155;3689;3143;Personal general en I+D en equivalencia a jornada completa;2346.736083139;A
2016;215124;215156;3691;3143;Personal general en I+D en equivalencia a jornada completa;2455.025819042;A
2016;215124;215156;3690;3143;Personal general en I+D en equivalencia a jornada completa;657.206739283;A
2016;215124;215156;3689;3143;Personal general en I+D en equivalencia a jornada completa;1797.819079759;A
2016;215124;215157;3691;3143;Personal general en I+D en equivalencia a jornada completa;1190.705689158;A
2016;215124;215157;3690;3143;Personal general en I+D en equivalencia a jornada completa;410.339800007;A
2016;215124;215157;3689;3143;Personal general en I+D en equivalencia a jornada completa;780.365889151;A
2017;215125;215154;3691;3143;Personal general en I+D en equivalencia a jornada completa;24442.265795943;A
2017;215125;215154;3690;3143;Personal general en I+D en equivalencia a jornada completa;9885.705209923;A
2017;215125;215154;3689;3143;Personal general en I+D en equivalencia a jornada completa;14556.56058602;A
2017;215125;215155;3691;3143;Personal general en I+D en equivalencia a jornada completa;13919.085329363;A
2017;215125;215155;3690;3143;Personal general en I+D en equivalencia a jornada completa;5431.715207316;A
2017;215125;215155;3689;3143;Personal general en I+D en equivalencia a jornada completa;8487.370122047;A
2017;215125;215156;3691;3143;Personal general en I+D en equivalencia a jornada completa;6636.03683885;A
2017;215125;215156;3690;3143;Personal general en I+D en equivalencia a jornada completa;2795.487372088;A
2017;215125;215156;3689;3143;Personal general en I+D en equivalencia a jornada completa;3840.549466762;A
2017;215125;215157;3691;3143;Personal general en I+D en equivalencia a jornada completa;3887.14362773;A
2017;215125;215157;3690;3143;Personal general en I+D en equivalencia a jornada completa;1658.502630519;A
2017;215125;215157;3689;3143;Personal general en I+D en equivalencia a jornada completa;2228.640997211;A
2017;215117;215154;3691;3143;Personal general en I+D en equivalencia a jornada completa;5319.7;A
2017;215117;215154;3690;3143;Personal general en I+D en equivalencia a jornada completa;2629.8;A
2017;215117;215154;3689;3143;Personal general en I+D en equivalencia a jornada completa;2689.9;A
2017;215117;215155;3691;3143;Personal general en I+D en equivalencia a jornada completa;2349.8;A
2017;215117;215155;3690;3143;Personal general en I+D en equivalencia a jornada completa;1059.4;A
2017;215117;215155;3689;3143;Personal general en I+D en equivalencia a jornada completa;1290.4;A
2017;215117;215156;3691;3143;Personal general en I+D en equivalencia a jornada completa;1887.188044032;A
2017;215117;215156;3690;3143;Personal general en I+D en equivalencia a jornada completa;1048.988544701;A
2017;215117;215156;3689;3143;Personal general en I+D en equivalencia a jornada completa;838.199499331;A
2017;215117;215157;3691;3143;Personal general en I+D en equivalencia a jornada completa;1082.711955968;A
2017;215117;215157;3690;3143;Personal general en I+D en equivalencia a jornada completa;521.411455299;A
2017;215117;215157;3689;3143;Personal general en I+D en equivalencia a jornada completa;561.300500669;A
2017;215120;215154;3691;3143;Personal general en I+D en equivalencia a jornada completa;11383.5;A
2017;215120;215154;3690;3143;Personal general en I+D en equivalencia a jornada completa;4975.6;A
2017;215120;215154;3689;3143;Personal general en I+D en equivalencia a jornada completa;6407.9;A
2017;215120;215155;3691;3143;Personal general en I+D en equivalencia a jornada completa;8223.9;A
2017;215120;215155;3690;3143;Personal general en I+D en equivalencia a jornada completa;3374.3;A
2017;215120;215155;3689;3143;Personal general en I+D en equivalencia a jornada completa;4849.6;A
2017;215120;215156;3691;3143;Personal general en I+D en equivalencia a jornada completa;1921.656316411;A
2017;215120;215156;3690;3143;Personal general en I+D en equivalencia a jornada completa;973.5;A
2017;215120;215156;3689;3143;Personal general en I+D en equivalencia a jornada completa;948.156316411;A
2017;215120;215157;3691;3143;Personal general en I+D en equivalencia a jornada completa;1237.943683589;A
2017;215120;215157;3690;3143;Personal general en I+D en equivalencia a jornada completa;627.8;A
2017;215120;215157;3689;3143;Personal general en I+D en equivalencia a jornada completa;610.143683589;A
2017;215122;215154;3691;3143;Personal general en I+D en equivalencia a jornada completa;63.3;A
2017;215122;215154;3690;3143;Personal general en I+D en equivalencia a jornada completa;12.7;A
2017;215122;215154;3689;3143;Personal general en I+D en equivalencia a jornada completa;50.6;A
2017;215122;215155;3691;3143;Personal general en I+D en equivalencia a jornada completa;12.3;A
2017;215122;215155;3690;3143;Personal general en I+D en equivalencia a jornada completa;6.7;A
2017;215122;215155;3689;3143;Personal general en I+D en equivalencia a jornada completa;5.6;A
2017;215122;215156;3691;3143;Personal general en I+D en equivalencia a jornada completa;50.0;A
2017;215122;215156;3690;3143;Personal general en I+D en equivalencia a jornada completa;6.0;A
2017;215122;215156;3689;3143;Personal general en I+D en equivalencia a jornada completa;44.0;A
2017;215122;215157;3691;3143;Personal general en I+D en equivalencia a jornada completa;1.0;A
2017;215122;215157;3690;3143;Personal general en I+D en equivalencia a jornada completa;0.0;A
2017;215122;215157;3689;3143;Personal general en I+D en equivalencia a jornada completa;1.0;A
2017;215124;215154;3691;3143;Personal general en I+D en equivalencia a jornada completa;7675.765795943;A
2017;215124;215154;3690;3143;Personal general en I+D en equivalencia a jornada completa;2267.605209923;A
2017;215124;215154;3689;3143;Personal general en I+D en equivalencia a jornada completa;5408.16058602;A
2017;215124;215155;3691;3143;Personal general en I+D en equivalencia a jornada completa;3333.085329363;A
2017;215124;215155;3690;3143;Personal general en I+D en equivalencia a jornada completa;991.315207316;A
2017;215124;215155;3689;3143;Personal general en I+D en equivalencia a jornada completa;2341.770122047;A
2017;215124;215156;3691;3143;Personal general en I+D en equivalencia a jornada completa;2777.192478407;A
2017;215124;215156;3690;3143;Personal general en I+D en equivalencia a jornada completa;766.998827387;A
2017;215124;215156;3689;3143;Personal general en I+D en equivalencia a jornada completa;2010.19365102;A
2017;215124;215157;3691;3143;Personal general en I+D en equivalencia a jornada completa;1565.487988173;A
2017;215124;215157;3690;3143;Personal general en I+D en equivalencia a jornada completa;509.29117522;A
2017;215124;215157;3689;3143;Personal general en I+D en equivalencia a jornada completa;1056.196812953;A
2018;215125;215154;3691;3143;Personal general en I+D en equivalencia a jornada completa;24731.876224807;A
2018;215125;215154;3690;3143;Personal general en I+D en equivalencia a jornada completa;10047.224485599;A
2018;215125;215154;3689;3143;Personal general en I+D en equivalencia a jornada completa;14684.651739208;A
2018;215125;215155;3691;3143;Personal general en I+D en equivalencia a jornada completa;14347.37899397;A
2018;215125;215155;3690;3143;Personal general en I+D en equivalencia a jornada completa;5634.763062703;A
2018;215125;215155;3689;3143;Personal general en I+D en equivalencia a jornada completa;8712.615931267;A
2018;215125;215156;3691;3143;Personal general en I+D en equivalencia a jornada completa;6406.395833314;A
2018;215125;215156;3690;3143;Personal general en I+D en equivalencia a jornada completa;2661.751818373;A
2018;215125;215156;3689;3143;Personal general en I+D en equivalencia a jornada completa;3744.644014941;A
2018;215125;215157;3691;3143;Personal general en I+D en equivalencia a jornada completa;3978.101397523;A
2018;215125;215157;3690;3143;Personal general en I+D en equivalencia a jornada completa;1750.709604523;A
2018;215125;215157;3689;3143;Personal general en I+D en equivalencia a jornada completa;2227.391793;A
2018;215117;215154;3691;3143;Personal general en I+D en equivalencia a jornada completa;5220.6;A
2018;215117;215154;3690;3143;Personal general en I+D en equivalencia a jornada completa;2617.5;A
2018;215117;215154;3689;3143;Personal general en I+D en equivalencia a jornada completa;2603.1;A
2018;215117;215155;3691;3143;Personal general en I+D en equivalencia a jornada completa;2329.8;A
2018;215117;215155;3690;3143;Personal general en I+D en equivalencia a jornada completa;1063.7;A
2018;215117;215155;3689;3143;Personal general en I+D en equivalencia a jornada completa;1266.1;A
2018;215117;215156;3691;3143;Personal general en I+D en equivalencia a jornada completa;1788.283437644;A
2018;215117;215156;3690;3143;Personal general en I+D en equivalencia a jornada completa;1025.683357772;A
2018;215117;215156;3689;3143;Personal general en I+D en equivalencia a jornada completa;762.600079872;A
2018;215117;215157;3691;3143;Personal general en I+D en equivalencia a jornada completa;1102.516562356;A
2018;215117;215157;3690;3143;Personal general en I+D en equivalencia a jornada completa;528.116642228;A
2018;215117;215157;3689;3143;Personal general en I+D en equivalencia a jornada completa;574.399920128;A
2018;215120;215154;3691;3143;Personal general en I+D en equivalencia a jornada completa;11502.5;A
2018;215120;215154;3690;3143;Personal general en I+D en equivalencia a jornada completa;5094.2;A
2018;215120;215154;3689;3143;Personal general en I+D en equivalencia a jornada completa;6408.3;A
2018;215120;215155;3691;3143;Personal general en I+D en equivalencia a jornada completa;8500.0;A
2018;215120;215155;3690;3143;Personal general en I+D en equivalencia a jornada completa;3540.8;A
2018;215120;215155;3689;3143;Personal general en I+D en equivalencia a jornada completa;4959.2;A
2018;215120;215156;3691;3143;Personal general en I+D en equivalencia a jornada completa;1859.0;A
2018;215120;215156;3690;3143;Personal general en I+D en equivalencia a jornada completa;904.1;A
2018;215120;215156;3689;3143;Personal general en I+D en equivalencia a jornada completa;954.9;A
